Code,CourseCode,CourseName,Section,Week,StartTime,EndTime,Room,Instructor
1663a,CIVL 3210,Introduction to Construction Management,T2,We,1800,1850,Lecture Theater K,"CHENG, Jack Chin Pang"
1664a,CIVL 3310,Structural Analysis,L1,Mo,1030,1150,"Rm 3598, Lift 27-28","KATAFYGIOTIS, Lambros"
1664b,CIVL 3310,Structural Analysis,L1,We,1030,1150,"Rm 3598, Lift 27-28","KATAFYGIOTIS, Lambros"
1666a,CIVL 3310,Structural Analysis,T1,We,1800,1850,"Rm 1511, Lift 27-28","KATAFYGIOTIS, Lambros"
1667a,CIVL 3320,Reinforced Concrete Design,L1,Mo,0900,1020,"G012, LSK Bldg","KUANG, Jun Shang"
1667b,CIVL 3320,Reinforced Concrete Design,L1,We,0900,1020,"G012, LSK Bldg","KUANG, Jun Shang"
1673a,CIVL 3320,Reinforced Concrete Design,T1,Tu,1030,1120,Lecture Theater K,"KUANG, Jun Shang"
1675a,CIVL 3320,Reinforced Concrete Design,T2,Tu,1500,1550,Lecture Theater K,"KUANG, Jun Shang"
1669a,CIVL 3320,Reinforced Concrete Design,LA1,We,1630,1750,Rm 1206,"KUANG, Jun Shang"
1671a,CIVL 3320,Reinforced Concrete Design,LA2,Fr,0900,1020,Rm 1206,"KUANG, Jun Shang"
1672a,CIVL 3320,Reinforced Concrete Design,LA3,Mo,1500,1620,Rm 1206,"KUANG, Jun Shang"
1676a,CIVL 3420,Water and Wastewater Engineering,L1,Tu,1500,1620,"G002, CYT Bldg","CHEN, Guanghao"
1676b,CIVL 3420,Water and Wastewater Engineering,L1,Th,1500,1620,"G002, CYT Bldg","CHEN, Guanghao"
1678a,CIVL 3420,Water and Wastewater Engineering,T1,Fr,1200,1250,"Rm 2126A, Lift 19","CHEN, Guanghao"
1677a,CIVL 3420,Water and Wastewater Engineering,LA1,Mo,1200,1450,Rm 2209,"CHEN, Guanghao"
1679a,CIVL 3610,Traffic and Transportation Engineering,L1,Tu,1630,1750,"G012, LSK Bldg","LO, Hong Kam"
1679b,CIVL 3610,Traffic and Transportation Engineering,L1,Th,1630,1750,"G012, LSK Bldg","LO, Hong Kam"
1681a,CIVL 3610,Traffic and Transportation Engineering,T1,Th,1800,1850,"Rm 4619, Lift 31-32","LO, Hong Kam"
1683a,CIVL 3610,Traffic and Transportation Engineering,T2,Mo,1630,1720,"Rm 3007, Lift 3-4","LO, Hong Kam"
1684a,CIVL 3740,Geotechnical Analysis and Design,L1,Tu,1200,1320,Lecture Theater D,"ZHOU, Chao"
1684b,CIVL 3740,Geotechnical Analysis and Design,L1,Th,1200,1320,Lecture Theater D,"ZHOU, Chao"
1686a,CIVL 3740,Geotechnical Analysis and Design,T1,Th,1030,1120,Lecture Theater K,"ZHOU, Chao"
1688a,CIVL 3740,Geotechnical Analysis and Design,T2,Mo,1330,1420,1505,"ZHOU, Chao"
1690a,CIVL 4370,Computer Methods of Structural Analysis,L1,Mo,1030,1150,"Rm 2302, Lift 17-18","DIMITRAKOPOULOS, Ilias"
1690b,CIVL 4370,Computer Methods of Structural Analysis,L1,We,1030,1150,"Rm 2302, Lift 17-18","DIMITRAKOPOULOS, Ilias"
1691a,CIVL 4370,Computer Methods of Structural Analysis,T1,Tu,1800,1850,"Rm 3007, Lift 3-4","DIMITRAKOPOULOS, Ilias"
1692a,CIVL 4430,Environmental Impact Assessment,L1,Tu,1500,1620,"Rm 2303, Lift 17-18","ZHANG, Xiangru"
1692b,CIVL 4430,Environmental Impact Assessment,L1,Th,1500,1620,"Rm 2303, Lift 17-18","ZHANG, Xiangru"
1693a,CIVL 4760,Introduction to Rock Mechanics,L1,Tu,1330,1450,"Rm 6591, Lift 31-32","WANG, Gang"
1693b,CIVL 4760,Introduction to Rock Mechanics,L1,Th,1330,1450,"Rm 6591, Lift 31-32","WANG, Gang"
1694a,CIVL 4760,Introduction to Rock Mechanics,T1,We,1800,1850,"Rm 2464, Lift 25-26","WANG, Gang"
1695a,CIVL 4950,Integrated Civil Engineering Design Project,L1,Tu,1900,2050,Lecture Theater D,"CHAN, Yui Bun"
1696a,CIVL 4950,Integrated Civil Engineering Design Project,T1,Tu,2100,2150,Lecture Theater D,"CHAN, Yui Bun"
1067a,CIVL 5110,"Engineering Risk, Reliability and Decision",L1,Tu,1900,2150,"Rm 3588, Lift 27-28","WANG, Jui Pin"
1068a,CIVL 5380,Computer Aided Design Optimization of Tall Buildings,L1,Th,1900,2150,"Rm 2126D, Lift 19","CHAN, Chun Man"
1069a,CIVL 5410,Physical-Chemical Water/Wastewater Treatment,L1,Mo,1500,1750,"Rm 5564, Lift 27-28","SHANG, Chii"
1070a,CIVL 5420,Biological Waste Treatment,L1,We,1200,1450,"Rm 5508, Lift 25-26","CHEN, Guanghao"
1071a,CIVL 5430,Aquatic Chemistry,L1,Th,1900,2150,"Rm 3588, Lift 27-28","ZHANG, Xiangru"
1073a,CIVL 5550,Modeling Fluid Systems,L1,Tu,1200,1450,"Rm 3584, Lift 27-28","GHIDAOUI, Mohamed Salah Ben Habib"
1074a,CIVL 5620,Travel Demand Analysis,L1,Th,0900,1150,"Rm 5508, Lift 25-26","YANG, Hai"
1075a,CIVL 5720,Advanced Foundation Design,L1,We,1500,1750,"G003, CYT Bldg","ZHANG, Li Min"
1076a,CIVL 5730,Theoretical and Computational Soil Mechanics,L1,Mo,1800,2050,"G002, CYT Bldg","ZHAO, Jidong"
1078a,CIVL 5830,Advanced Mechanics of Materials,L1,We,1900,2150,"Rm 2126D, Lift 19","LEUNG, Christopher Kin Ying"
1079a,CIVL 5840,Advanced Concrete Technology,L1,Th,1330,1620,"Rm 4475, Lift 25-26","LI, Zongjin"
1699a,COMP 1001,Exploring Multimedia and Internet Computing,L1,Tu,1200,1350,"Rm 5620, Lift 31-32","LEUNG, Wai Ting"
1701a,COMP 1001,Exploring Multimedia and Internet Computing,L2,Mo,1300,1450,"Rm 5620, Lift 31-32","LEUNG, Wai Ting"
1703a,COMP 1001,Exploring Multimedia and Internet Computing,LA1,Tu,1400,1550,"Rm 4210, Lift 19","LEUNG, Wai Ting"
1705a,COMP 1001,Exploring Multimedia and Internet Computing,LA2,Tu,1600,1750,"Rm 4210, Lift 19","LEUNG, Wai Ting"
1706a,COMP 1021,Introduction to Computer Science,L1,We,1330,1420,"Rm 4620, Lift 31-32","ROSSITER, David"
1706b,COMP 1021,Introduction to Computer Science,L1,Fr,1330,1420,"Rm 4620, Lift 31-32","ROSSITER, David"
1708a,COMP 1021,Introduction to Computer Science,L2,Mo,1030,1120,"G010, CYT Bldg","ROSSITER, David"
1708b,COMP 1021,Introduction to Computer Science,L2,We,1030,1120,"G010, CYT Bldg","ROSSITER, David"
1710a,COMP 1021,Introduction to Computer Science,LA1,Mo,1600,1750,"Rm 4213, Lift 19","ROSSITER, David"
1712a,COMP 1021,Introduction to Computer Science,LA2,Th,1100,1250,"Rm 4213, Lift 19","ROSSITER, David"
1713a,COMP 1021,Introduction to Computer Science,LA3,Fr,1130,1320,"Rm 4213, Lift 19","ROSSITER, David"
1714a,COMP 1021,Introduction to Computer Science,LA4,Tu,0900,1050,"Rm 4213, Lift 19","ROSSITER, David"
1715a,COMP 1022P,Introduction to Computing with Java,L1,Tu,1430,1620,"Rm 5620, Lift 31-32","PONG, Ting Chuen"
1717a,COMP 1022P,Introduction to Computing with Java,L2,Tu,1700,1750,Lecture Theater K,"LOCHOVSKY, Frederick Horst"
1717b,COMP 1022P,Introduction to Computing with Java,L2,Th,1700,1750,Lecture Theater K,"LOCHOVSKY, Frederick Horst"
1719a,COMP 1022P,Introduction to Computing with Java,LA1A,Mo,1300,1450,"Rm 4213, Lift 19","PONG, Ting Chuen"
1721a,COMP 1022P,Introduction to Computing with Java,LA2A,Fr,1530,1720,"Rm 4213, Lift 19","LOCHOVSKY, Frederick Horst"
1722a,COMP 1022P,Introduction to Computing with Java,LA2B,Fr,1730,1920,"Rm 4213, Lift 19","LOCHOVSKY, Frederick Horst"
1723a,COMP 1022P,Introduction to Computing with Java,LA2C,Fr,1330,1520,"Rm 4213, Lift 19","LOCHOVSKY, Frederick Horst"
1724a,COMP 1022Q,Introduction to Computing with Excel VBA,L1,We,1330,1420,Lecture Theater F,"LAM, Gibson"
1724b,COMP 1022Q,Introduction to Computing with Excel VBA,L1,Fr,1330,1420,Lecture Theater F,"LAM, Gibson"
1726a,COMP 1022Q,Introduction to Computing with Excel VBA,L2,Mo,0930,1020,"G010, CYT Bldg","LAM, Gibson"
1726b,COMP 1022Q,Introduction to Computing with Excel VBA,L2,We,0930,1020,"G010, CYT Bldg","LAM, Gibson"
1728a,COMP 1022Q,Introduction to Computing with Excel VBA,L3,Tu,0900,0950,"G010, CYT Bldg","HORNER, Andrew Brian"
1728b,COMP 1022Q,Introduction to Computing with Excel VBA,L3,Th,0900,0950,"G010, CYT Bldg","HORNER, Andrew Brian"
1730a,COMP 1022Q,Introduction to Computing with Excel VBA,LA1,We,1700,1850,"Rm 4213, Lift 19","HORNER, Andrew Brian"
1732a,COMP 1022Q,Introduction to Computing with Excel VBA,LA2,We,1500,1650,"Rm 4213, Lift 19","HORNER, Andrew Brian"
1733a,COMP 1022Q,Introduction to Computing with Excel VBA,LA3,Th,1300,1450,"Rm 4213, Lift 19","HORNER, Andrew Brian"
1734a,COMP 1022Q,Introduction to Computing with Excel VBA,LA4,Th,1500,1650,"Rm 4213, Lift 19","HORNER, Andrew Brian"
1735a,COMP 1022Q,Introduction to Computing with Excel VBA,LA5,Tu,1530,1720,"Rm 4213, Lift 19","HORNER, Andrew Brian"
1736a,COMP 1022Q,Introduction to Computing with Excel VBA,LA6,We,1230,1420,"Rm 4213, Lift 19","HORNER, Andrew Brian"
1748a,COMP 1942,Exploring and Visualizing Data,L1,Mo,1200,1320,"G010, CYT Bldg","WONG, Raymond Chi Wing"
1748b,COMP 1942,Exploring and Visualizing Data,L1,We,1200,1320,"G010, CYT Bldg","WONG, Raymond Chi Wing"
1750a,COMP 1942,Exploring and Visualizing Data,T1,Fr,0930,1020,"Rm 2302, Lift 17-18","WONG, Raymond Chi Wing"
1752a,COMP 1942,Exploring and Visualizing Data,T2,Tu,1730,1820,"G009B, CYT Bldg","WONG, Raymond Chi Wing"
1755a,COMP 2011,Introduction to Object-oriented Programming,L1,Tu,1330,1450,Lecture Theater F,"CHUNG, Albert Chi Shing"
1755b,COMP 2011,Introduction to Object-oriented Programming,L1,Th,1330,1450,Lecture Theater F,"CHUNG, Albert Chi Shing"
1756a,COMP 2011,Introduction to Object-oriented Programming,LA1,Mo,1800,1950,"Rm 4210, Lift 19","CHUNG, Albert Chi Shing"
3680a,COMP 2011,Introduction to Object-oriented Programming,LA2,Tu,1800,1950,"Rm 4210, Lift 19","CHUNG, Albert Chi Shing"
1757a,COMP 2012,Object-Oriented Programming and Data Structures,L1,Tu,1200,1320,"Rm 2407, Lift 17-18","MAK, Brian Kan Wing"
1757b,COMP 2012,Object-Oriented Programming and Data Structures,L1,Th,1200,1320,"Rm 2407, Lift 17-18","MAK, Brian Kan Wing"
1759a,COMP 2012,Object-Oriented Programming and Data Structures,L2,Mo,1030,1150,"Rm 4620, Lift 31-32","TANG, Chi Keung"
1759b,COMP 2012,Object-Oriented Programming and Data Structures,L2,We,1030,1150,"Rm 4620, Lift 31-32","TANG, Chi Keung"
1761a,COMP 2012,Object-Oriented Programming and Data Structures,LA1,Th,1700,1850,"Rm 4214, Lift 19","MAK, Brian Kan Wing"
1763a,COMP 2012,Object-Oriented Programming and Data Structures,LA2,Tu,1400,1550,"Rm 4214, Lift 19","MAK, Brian Kan Wing"
1764a,COMP 2012,Object-Oriented Programming and Data Structures,LA3,Th,1500,1650,"Rm 4210, Lift 19","MAK, Brian Kan Wing"
1765a,COMP 2012,Object-Oriented Programming and Data Structures,LA4,Tu,1800,1950,"Rm 4214, Lift 19","MAK, Brian Kan Wing"
1766a,COMP 2012,Object-Oriented Programming and Data Structures,LA5,Th,1300,1450,"Rm 4214, Lift 19","MAK, Brian Kan Wing"
1768a,COMP 2021,Unix and Script Programming,L1,Th,1300,1450,"Rm 2503, Lift 25-26","LI, Xin"
1770a,COMP 2021,Unix and Script Programming,LA1,Tu,0900,1050,"Rm 4214, Lift 19","LI, Xin"
1772a,COMP 2021,Unix and Script Programming,LA2,Mo,1300,1450,"Rm 4214, Lift 19","LI, Xin"
1773a,COMP 2611,Computer Organization,L1,We,1500,1620,Lecture Theater F,"BENSAOU, Brahim"
1773b,COMP 2611,Computer Organization,L1,Fr,1500,1620,Lecture Theater F,"BENSAOU, Brahim"
1775a,COMP 2611,Computer Organization,L2,We,1630,1750,1505,"LI, Xin"
1775b,COMP 2611,Computer Organization,L2,Fr,1630,1750,1505,"LI, Xin"
1781a,COMP 2611,Computer Organization,T1,Mo,1800,1850,"Rm 2303, Lift 17-18","BENSAOU, Brahim"
1783a,COMP 2611,Computer Organization,T2,Th,1200,1250,"Rm 2464, Lift 25-26","BENSAOU, Brahim"
1784a,COMP 2611,Computer Organization,T3,We,1230,1320,"Rm 2303, Lift 17-18","BENSAOU, Brahim"
1777a,COMP 2611,Computer Organization,LA1,Fr,1030,1120,"Rm 4213, Lift 19","BENSAOU, Brahim"
1779a,COMP 2611,Computer Organization,LA2,Mo,1500,1550,"Rm 4213, Lift 19","BENSAOU, Brahim"
1780a,COMP 2611,Computer Organization,LA3,Mo,1200,1250,"Rm 4213, Lift 19","BENSAOU, Brahim"
1785a,COMP 2711,Discrete Mathematical Tools for Computer Science,L1,Tu,0900,1020,"Rm 2464, Lift 25-26","YEUNG, Dit Yan"
1785b,COMP 2711,Discrete Mathematical Tools for Computer Science,L1,Th,0900,1020,"Rm 2464, Lift 25-26","YEUNG, Dit Yan"
1787a,COMP 2711,Discrete Mathematical Tools for Computer Science,T1,Fr,1200,1250,"Rm 5620, Lift 31-32","YEUNG, Dit Yan"
1789a,COMP 2711,Discrete Mathematical Tools for Computer Science,T2,Fr,1630,1720,"Rm 4504, Lift 25-26","YEUNG, Dit Yan"
1790a,COMP 3021,Java Programming,L1,Tu,1630,1750,"Rm 2407, Lift 17-18","KIM, Sung Hun"
1790b,COMP 3021,Java Programming,L1,Th,1630,1750,"Rm 2407, Lift 17-18","KIM, Sung Hun"
1791a,COMP 3021,Java Programming,LA1,We,1200,1250,"Rm 4210, Lift 19","KIM, Sung Hun"
3675a,COMP 3021,Java Programming,LA2,Tu,1200,1250,"Rm 4210, Lift 19","KIM, Sung Hun"
1792a,COMP 3071,Honors Competitive Programming,LA1,Th,1900,2350,"Rm 4214, Lift 19","YI, Ke"
1793a,COMP 3111,Software Engineering,L1,Tu,1330,1450,"Rm 2304, Lift 17-18","QU, Huamin"
1793b,COMP 3111,Software Engineering,L1,Th,1330,1450,"Rm 2304, Lift 17-18","QU, Huamin"
1795a,COMP 3111,Software Engineering,T1,We,1630,1720,"G009B, CYT Bldg","QU, Huamin"
1794a,COMP 3111,Software Engineering,LA1,Mo,1330,1420,"Rm 4210, Lift 19","QU, Huamin"
1796a,COMP 3211,Fundamentals of Artificial Intelligence,L1,Mo,1030,1150,"Rm 2306, Lift 17-18","LIN, Fangzhen"
1796b,COMP 3211,Fundamentals of Artificial Intelligence,L1,We,1030,1150,"Rm 2306, Lift 17-18","LIN, Fangzhen"
1797a,COMP 3211,Fundamentals of Artificial Intelligence,T1,Tu,1800,1850,"Rm 4334, Lift 3","LIN, Fangzhen"
1798a,COMP 3311,Database Management Systems,L1,Mo,1200,1320,"Rm 2465, Lift 25-26","NG, Wilfred Siu Hung"
1798b,COMP 3311,Database Management Systems,L1,We,1200,1320,"Rm 2465, Lift 25-26","NG, Wilfred Siu Hung"
1800a,COMP 3311,Database Management Systems,L2,We,1630,1750,"Rm 2407, Lift 17-18","NG, Wilfred Siu Hung"
1800b,COMP 3311,Database Management Systems,L2,Fr,1630,1750,"Rm 2407, Lift 17-18","NG, Wilfred Siu Hung"
1806a,COMP 3311,Database Management Systems,T1,Mo,1330,1420,"Rm 2302, Lift 17-18","NG, Wilfred Siu Hung"
1808a,COMP 3311,Database Management Systems,T2,We,0930,1020,"G009B, CYT Bldg","NG, Wilfred Siu Hung"
1809a,COMP 3311,Database Management Systems,T3,Tu,1330,1420,Lecture Theater H,"NG, Wilfred Siu Hung"
1802a,COMP 3311,Database Management Systems,LA1,Mo,1500,1550,"Rm 4210, Lift 19","NG, Wilfred Siu Hung"
1804a,COMP 3311,Database Management Systems,LA2,Mo,0930,1020,"Rm 4210, Lift 19","NG, Wilfred Siu Hung"
1805a,COMP 3311,Database Management Systems,LA3,Tu,0900,0950,"Rm 4210, Lift 19","NG, Wilfred Siu Hung"
1810a,COMP 3511,Operating Systems,L1,Tu,1030,1150,1505,"LI, Bo"
1810b,COMP 3511,Operating Systems,L1,Th,1030,1150,1505,"LI, Bo"
1812a,COMP 3511,Operating Systems,LA1,Mo,1500,1650,"Rm 4214, Lift 19","LI, Bo"
1814a,COMP 3511,Operating Systems,LA2,We,1030,1220,"Rm 4214, Lift 19","LI, Bo"
1816a,COMP 3711,Design and Analysis of Algorithms,L1,Tu,0900,1020,"Rm 2407, Lift 17-18","YI, Ke"
1816b,COMP 3711,Design and Analysis of Algorithms,L1,Th,0900,1020,"Rm 2407, Lift 17-18","YI, Ke"
1818a,COMP 3711,Design and Analysis of Algorithms,T1,Tu,1800,1850,"Rm 2503, Lift 25-26","YI, Ke"
1820a,COMP 3711,Design and Analysis of Algorithms,T2,Fr,1100,1150,"Rm 2503, Lift 25-26","YI, Ke"
1821a,COMP 3721,Theory of Computation,L1,We,1330,1450,"Rm 2302, Lift 17-18","ZHANG, Nevin Lianwen"
1821b,COMP 3721,Theory of Computation,L1,Fr,1330,1450,"Rm 2302, Lift 17-18","ZHANG, Nevin Lianwen"
1822a,COMP 3721,Theory of Computation,T1,Mo,1800,1850,"Rm 2302, Lift 17-18","ZHANG, Nevin Lianwen"
1823a,COMP 3900,Academic and Professional Development III,T01,We,1800,1850,"Rm 2128B, Lift 19","BENSAOU, Brahim"
1824a,COMP 3900,Academic and Professional Development III,T02,We,1800,1850,"Rm 2128C, Lift 19","LUO, Qiong"
1825a,COMP 3900,Academic and Professional Development III,T03,We,1800,1850,"Rm 2129A, Lift 19","CHEUNG, Shing Chi"
1826a,COMP 3900,Academic and Professional Development III,T04,We,1800,1850,"Rm 2129B, Lift 19","TANG, Chi Keung"
1827a,COMP 3900,Academic and Professional Development III,T05,We,1800,1850,"Rm 2129C, Lift 19","QUAN, Long"
1828a,COMP 3900,Academic and Professional Development III,T06,We,1800,1850,"Rm 2130A, Lift 19","SANDER, Pedro"
1829a,COMP 3900,Academic and Professional Development III,T07,We,1800,1850,"Rm 2130B, Lift 19","CHEN, Lei"
1830a,COMP 3900,Academic and Professional Development III,T08,We,1800,1850,"Rm 2130C, Lift 19","KWOK, James Tin Yau"
1831a,COMP 3900,Academic and Professional Development III,T09,We,1800,1850,"Rm 2131A, Lift 19","SANDER, Pedro"
1832a,COMP 3900,Academic and Professional Development III,T10,We,1800,1850,"Rm 2131B, Lift 19","SHEN, Helen Chi Man"
1843a,COMP 4021,Internet Computing,L1,Tu,1530,1620,"Rm 2302, Lift 17-18","LEE, Dik Lun"
1843b,COMP 4021,Internet Computing,L1,Th,1530,1620,"Rm 2302, Lift 17-18","LEE, Dik Lun"
1844a,COMP 4021,Internet Computing,LA1,Mo,1600,1750,"Rm 4210, Lift 19","LEE, Dik Lun"
1845a,COMP 4211,Machine Learning,L1,Mo,0900,1020,"Rm 4502, Lift 25-26","WU, Dekai"
1845b,COMP 4211,Machine Learning,L1,We,0900,1020,"Rm 4502, Lift 25-26","WU, Dekai"
1846a,COMP 4211,Machine Learning,T1,Th,1800,1850,"Rm 6573, Lift 29-30","WU, Dekai"
1847a,COMP 4332,Big Data Mining and Management,L1,Mo,1330,1450,"G010, CYT Bldg","CHEN, Lei"
1847b,COMP 4332,Big Data Mining and Management,L1,Fr,0900,1020,"G010, CYT Bldg","CHEN, Lei"
1848a,COMP 4332,Big Data Mining and Management,T1,Th,1330,1420,"G010, CYT Bldg","CHEN, Lei"
1849a,COMP 4451,Game Programming,L1,Tu,1200,1320,"Rm 4503, Lift 25-26","SANDER, Pedro"
1849b,COMP 4451,Game Programming,L1,Th,1200,1320,"Rm 4503, Lift 25-26","SANDER, Pedro"
1850a,COMP 4521,Embedded Systems Software,L1,Mo,1030,1150,"Rm 4213, Lift 19","MUPPALA, Kumaraswamy R Jogesh"
1850b,COMP 4521,Embedded Systems Software,L1,We,1030,1150,"Rm 4213, Lift 19","MUPPALA, Kumaraswamy R Jogesh"
1851a,COMP 4521,Embedded Systems Software,LA1,Th,0900,1050,"Rm 4213, Lift 19","MUPPALA, Kumaraswamy R Jogesh"
1852a,COMP 4621,Computer Communication Networks I,L1,Tu,1500,1620,"G009A, CYT Bldg","ZHANG, Qian"
1852b,COMP 4621,Computer Communication Networks I,L1,Th,1500,1620,"G009A, CYT Bldg","ZHANG, Qian"
1854a,COMP 4621,Computer Communication Networks I,LA1,Mo,0930,1020,"Rm 4214, Lift 19","ZHANG, Qian"
1856a,COMP 4621,Computer Communication Networks I,LA2,Mo,1200,1250,"Rm 4214, Lift 19","ZHANG, Qian"
1857a,COMP 4641,Social Information Network Analysis and Engineering,L1,We,1500,1620,"Rm 2302, Lift 17-18","HUI, Pan"
1857b,COMP 4641,Social Information Network Analysis and Engineering,L1,Fr,1500,1620,"Rm 2302, Lift 17-18","HUI, Pan"
1858a,COMP 4641,Social Information Network Analysis and Engineering,LA1,Mo,0930,1020,"Rm 4213, Lift 19","HUI, Pan"
3576a,COMP 4901D,Heterogeneous Parallel Programming,L1,Tu,0900,1020,"Rm 4475, Lift 25-26","LUO, Qiong"
3576b,COMP 4901D,Heterogeneous Parallel Programming,L1,Th,0900,1020,"Rm 4475, Lift 25-26","LUO, Qiong"
3577a,COMP 4901D,Heterogeneous Parallel Programming,LA1,Mo,1200,1250,"Rm 4210, Lift 19","LUO, Qiong"
1887a,COMP 4911,IT Entrepreneurship,L1,We,1630,1750,Lecture Theater H,"CHAN, Gary Shueng Han"
1887b,COMP 4911,IT Entrepreneurship,L1,Fr,1630,1750,Lecture Theater H,"CHAN, Gary Shueng Han"
1089a,COMP 5212,Machine Learning,L1,Mo,1200,1320,"Rm 2504, Lift 25-26","KWOK, James Tin Yau"
1089b,COMP 5212,Machine Learning,L1,We,1200,1320,"Rm 2504, Lift 25-26","KWOK, James Tin Yau"
1090a,COMP 5311,Database Architecture and Implementation,L1,Mo,1030,1150,"Rm 2504, Lift 25-26","PAPADIAS, Dimitrios"
1090b,COMP 5311,Database Architecture and Implementation,L1,We,1030,1150,"Rm 2504, Lift 25-26","PAPADIAS, Dimitrios"
1091a,COMP 5421,Computer Vision,L1,We,1630,1750,"Rm 1014, LSK Bldg","QUAN, Long"
1091b,COMP 5421,Computer Vision,L1,Fr,1630,1750,"Rm 1014, LSK Bldg","QUAN, Long"
1092a,COMP 5621,Computer Networks,L1,We,1500,1620,"Rm 1011, LSK Bldg","GU, Lin"
1092b,COMP 5621,Computer Networks,L1,Fr,1500,1620,"Rm 1011, LSK Bldg","GU, Lin"
1093a,COMP 5631,Cryptography and Security,L1,Tu,1630,1750,"G009A, CYT Bldg","DING, Cunsheng"
1093b,COMP 5631,Cryptography and Security,L1,Th,1630,1750,"G009A, CYT Bldg","DING, Cunsheng"
1094a,COMP 5712,Introduction to Combinatorial Optimization,L1,Tu,1030,1150,"G009A, CYT Bldg","ARYA, Sunil"
1094b,COMP 5712,Introduction to Combinatorial Optimization,L1,Th,1030,1150,"G009A, CYT Bldg","ARYA, Sunil"
1095a,COMP 6611A,Topics in Data Center Networking and Cloud Computing,L1,Mo,1330,1450,"Rm 2504, Lift 25-26","CHEN, Kai"
1095b,COMP 6611A,Topics in Data Center Networking and Cloud Computing,L1,Fr,0900,1020,"Rm 2504, Lift 25-26","CHEN, Kai"
1437a,CSIT 5100,Object-Oriented Software Development of Enterprise Systems,L1,Mo,1930,2220,Rm 6580,"CHEUNG, Shing Chi"
1438a,CSIT 5130,Building Applications for Computational Finance,L1,Sa,1430,1720,"Rm 2464, Lift 25-26","SHUM, Chung Dak"
1439a,CSIT 5300,Advanced Database Systems,L1,Th,1930,2220,"Rm 2465, Lift 25-26","LEUNG, Wai Ting"
1440a,CSIT 5400,Computer Graphics,L1,We,1930,2220,"Rm 2464, Lift 25-26","LAM, Gibson"
1441a,CSIT 5410,Recognition Systems,L1,Fr,1930,2220,"Rm 4619, Lift 31-32","CHUNG, Albert Chi Shing"
1442a,CSIT 5600,Internet Infrastructure: Switches and Routers,L1,Tu,1930,2220,"Rm 4620, Lift 31-32","BENSAOU, Brahim"
2072a,ECON 2103,Principles of Microeconomics,L1,Tu,1200,1320,"Rm 1014, LSK Bldg","ZHAO, Xiaojian"
2072b,ECON 2103,Principles of Microeconomics,L1,Th,1200,1320,"Rm 1014, LSK Bldg","ZHAO, Xiaojian"
2074a,ECON 2123,Macroeconomics,L1,Mo,1630,1750,"G007, LSK Bldg","LI, Yao"
2074b,ECON 2123,Macroeconomics,L1,Fr,1200,1320,"G007, LSK Bldg","LI, Yao"
2076a,ECON 2123,Macroeconomics,L2,Mo,1330,1450,"Rm 1011, LSK Bldg","LI, Yao"
2076b,ECON 2123,Macroeconomics,L2,Fr,0900,1020,"Rm 1011, LSK Bldg","LI, Yao"
2081a,ECON 3014,Managerial Microeconomics,L1,Tu,1200,1320,"Rm 1034, LSK Bldg","YU, Yan"
2081b,ECON 3014,Managerial Microeconomics,L1,Th,1200,1320,"Rm 1034, LSK Bldg","YU, Yan"
2083a,ECON 3024,Managerial Macroeconomics,L1,Tu,1330,1450,"Rm 2303, Lift 17-18","LU, Yang"
2083b,ECON 3024,Managerial Macroeconomics,L1,Th,1330,1450,"Rm 2303, Lift 17-18","LU, Yang"
2085a,ECON 3113,Microeconomic Theory I,L1,Tu,1030,1150,"Rm 1014, LSK Bldg","LEUNG, Siu Fai"
2085b,ECON 3113,Microeconomic Theory I,L1,Th,1030,1150,"Rm 1014, LSK Bldg","LEUNG, Siu Fai"
2087a,ECON 3123,Macroeconomic Theory I,L1,Mo,1200,1320,"Rm 2306, Lift 17-18","LU, Yang"
2087b,ECON 3123,Macroeconomic Theory I,L1,We,1200,1320,"Rm 2306, Lift 17-18","LU, Yang"
2089a,ECON 3334,Introduction to Econometrics,L1,Mo,1200,1320,"Rm 1009, LSK Bldg","WANG, Peng"
2089b,ECON 3334,Introduction to Econometrics,L1,We,1200,1320,"Rm 1009, LSK Bldg","WANG, Peng"
2091a,ECON 3334,Introduction to Econometrics,L2,Mo,1030,1150,"Rm 1009, LSK Bldg","WANG, Peng"
2091b,ECON 3334,Introduction to Econometrics,L2,We,1030,1150,"Rm 1009, LSK Bldg","WANG, Peng"
2096a,ECON 4254,Law and Economics,L1,We,1330,1450,"Rm 1014, LSK Bldg","WATANABE, Yasutora"
2096b,ECON 4254,Law and Economics,L1,Fr,1330,1450,"Rm 1014, LSK Bldg","WATANABE, Yasutora"
2098a,ECON 4284,Econometrics for Cross-Section and Panel Data,L1,Mo,1200,1320,"Rm 1010, LSK Bldg","LU, Xun"
2098b,ECON 4284,Econometrics for Cross-Section and Panel Data,L1,We,1200,1320,"Rm 1010, LSK Bldg","LU, Xun"
2100a,ECON 4304,Time Series Econometrics and Business Forecasting,L1,Mo,0900,1020,"Rm 1009, LSK Bldg","WANG, Peng"
2100b,ECON 4304,Time Series Econometrics and Business Forecasting,L1,We,0900,1020,"Rm 1009, LSK Bldg","WANG, Peng"
2102a,ECON 4384,"Globalization: Trade, Investment and Exchange Rate",L1,Tu,1330,1450,"Rm 1014, LSK Bldg","LAI, Edwin"
